Event Time,Facets Product ID,Effective Date,User ID,Response Time (Seconds),Retry Count,Question,Answer,Feedback Type,Feedback Reason Code,Feedback Additional Comments
2026-06-03T22:32:41.442Z,MK002175,20250101,rgamad01,7,0,"Thank you, Mira.",You’re welcome. What else can I help you with?,,,
2026-06-03T22:32:36.002Z,MI014321,20260101,grequi01,50,0,hyperbaric benefit,"“Hyperbaric” (hyperbaric oxygen therapy) isn’t listed by name in the plan benefits, so it would typically be covered under Outpatient Hospital “Procedures” (facility charge) and the Professional services in an outpatient facility benefits, with the cost share depending on whether the provider is in-network or out-of-network. See the detailed cost shares below.",,,
2026-06-03T22:32:21.373Z,MK002175,20250101,jclare01,18,0,surgery,"I'm sorry, but I cannot assist with that request.",,,
2026-06-03T22:32:17.079Z,MK002175,20250101,jfabi01,13,0,SURGERY,"“Surgery” is too broad to quote a single cost share—this plan’s member cost depends on the type of surgery and where it’s performed (inpatient hospital vs outpatient hospital vs ambulatory surgery center vs office-based). Please tell me the procedure name/CPT and the place of service (or if unknown, I can give both inpatient and outpatient surgery benefits).",,,
2026-06-03T22:31:41.337Z,ML002184,20260101,mperez14,18,0,mental Therapist,"Can you clarify what you mean by “mental Therapist”—are you asking about the cost share for routine outpatient mental health therapy/psychotherapy office visits, or something else (e.g., intensive outpatient program, partial hospitalization, psychological testing, or inpatient/residential treatment)?",,,
2026-06-03T22:31:20.116Z,MK002175,20250101,rgamad01,47,0,Urgent Care Benefits,"For this Silver 70 PPO, urgent care is covered, and the cost depends on where the urgent care is received (freestanding urgent care vs. hospital-based urgent care) and whether the provider is in-network (Participating) or out-of-network (Non-Participating). In-network urgent care is generally a $50 copay per visit at a freestanding urgent care center, and $400 per visit if the urgent care is billed as hospital facility urgent care.",,,
2026-06-03T22:31:14.961Z,MI014322,20260101,kinven01,17,0,does vascular ultrasound needs prior auth,"The plan does not specifically state whether a vascular ultrasound requires prior authorization. The EOC says most benefits require pre-approval (prior authorization) from the Medical Group, so you’ll need to verify the current prior auth requirement for this specific service.",,,
2026-06-03T22:31:09.639Z,MK002175,20250101,kbonon01,36,0,urgent care,"For Urgent Care on this Silver 70 PPO plan, the in-network cost is typically $50 per visit at a freestanding urgent care center (professional and facility), and $400 per visit if the urgent care is billed as a hospital outpatient facility. Out-of-network urgent care is generally 50% coinsurance (and subject to deductible), except the “hospital facility only” urgent care benefit shows a $400 per visit copay even out-of-network.",,,
2026-06-03T22:31:05.156Z,MK002175,20250101,justar01,42,0,Urgent care,"For this Silver 70 PPO, urgent care is covered, and the cost depends on where the urgent care is provided (freestanding urgent care center vs. hospital outpatient facility). In-network urgent care is generally $50 per visit at a freestanding urgent care center, while an urgent care visit billed as hospital facility only is $400 per visit.",,,
2026-06-03T22:30:53.728Z,MK002175,20250101,jfabi01,33,0,URGENT CARE SERVIVCES,"For this Silver 70 PPO plan, urgent care is covered. In-network urgent care at a freestanding urgent care center is $50 per visit, while out-of-network urgent care at a freestanding center is 50% coinsurance (and is subject to the out-of-network deductible). Urgent care billed as an outpatient hospital facility is $400 per visit.",,,
2026-06-03T22:30:53.694Z,MI014321,20260101,earoch01,93,0,tier 3 medication benefit,"For Tier 3 outpatient prescription drugs, the in-network (Participating Pharmacy) cost is $90 per prescription at retail (30-day) and $270 per prescription by mail service (90-day). Tier 3 retail 90-day supply is not covered under this plan.",,,
2026-06-03T22:30:52.596Z,MI014322,20260101,kinven01,30,0,vascular ultrasound,"A vascular ultrasound is covered under Basic Imaging Services (ultrasounds). In-network, the member pays a $95 copay per visit whether the ultrasound is done at an outpatient radiology center or the outpatient department of a hospital.",,,
2026-06-03T22:30:47.839Z,MK002175,20250101,dbron01,34,0,urgent care,"For urgent care under this Silver 70 PPO, in-network urgent care at a freestanding urgent care center is $50 per visit, and urgent care billed as hospital facility only is $400 per visit. Out-of-network urgent care is generally 50% coinsurance (or $400 per visit for hospital facility only), and balance billing may apply.",,,
2026-06-03T22:30:45.265Z,MK002197,20250101,kmejos01,39,0,URGENT CARE,"Urgent care is covered with no charge when received from an in-network (Participating) provider, though it is subject to the medical deductible. Out-of-network coverage varies by the urgent care setting (freestanding urgent care vs. hospital-based), and out-of-network providers may balance bill.",,,
2026-06-03T22:30:43.417Z,ML002185,20260101,jmoise01,41,0,ambulatory surgical center,"For an Ambulatory Surgery Center (ASC), this PPO plan covers ASC facility charges for surgery at 20% coinsurance in-network (not subject to the medical deductible). Out-of-network ASC surgery is 50% coinsurance and subject to the out-of-network medical deductible, and there is also a maximum payable amount limit for out-of-network ASC charges.",,,
2026-06-03T22:30:42.311Z,MK002175,20250101,jclare01,32,0,urgent care,"For urgent care, this PPO plan covers it in-network with a $50 copay per visit at a freestanding urgent care center (facility and professional services), or $400 copay per visit if urgent care is billed as outpatient hospital facility. Out-of-network urgent care is covered at 50% coinsurance after the out-of-network deductible.",,,
2026-06-03T22:30:41.403Z,MK002175,20250101,alozan02,35,0,urgent care,"For this Silver 70 PPO plan, urgent care is covered. In-network urgent care is generally a $50 copay per visit at a freestanding urgent care center (both facility and professional charges), while an urgent care visit billed as outpatient hospital facility is $400 per visit; out-of-network urgent care is generally 50% coinsurance (and typically subject to the out-of-network deductible).",,,
2026-06-03T22:30:40.409Z,MK002175,20250101,msamon01,32,0,URGENT CARE,"Urgent care is covered under this PPO plan, with different cost shares depending on where the urgent care is received (freestanding urgent care vs. outpatient hospital). In-network urgent care is generally a $50 copay per visit (or $400 per visit if billed as outpatient hospital facility), while out-of-network is generally 50% coinsurance (or $400 per visit for outpatient hospital facility).",,,
2026-06-03T22:30:38.151Z,MK002175,20250101,rdigol01,38,0,URGENTCARE,"For Urgent Care on this Silver 70 PPO, the in-network cost is generally a $50 copay per visit at a freestanding urgent care center (facility and professional), and $400 per visit if urgent care is billed as an outpatient hospital facility. Out-of-network urgent care is generally 50% coinsurance (and subject to the medical deductible) for freestanding urgent care, and out-of-network providers may also bill the member for the balance.",,,
2026-06-03T22:30:37.710Z,MK002175,20250101,esoria02,39,0,urgent care,"Urgent care is covered under this PPO plan. At an in-network freestanding urgent care, the cost is typically a $50 copay per visit; if urgent care is billed as a hospital outpatient facility, it’s $400 per visit. Out-of-network urgent care is generally 50% coinsurance after the out-of-network deductible (and the provider may balance bill).",,,
2026-06-03T22:30:35.490Z,MK002175,20250101,ktropi01,34,0,urgent care,"For Urgent Care on this Silver 70 PPO plan, the cost depends on where the Member is seen (freestanding urgent care vs. hospital outpatient urgent care) and whether the provider is in-network or out-of-network. In-network urgent care is $50 per visit at a freestanding urgent care center, and $400 per visit if the urgent care is billed as a hospital outpatient facility.",,,
2026-06-03T22:29:52.469Z,MK002175,20250101,mtorda01,50,0,URGENT CARE SERVICES benefits,"Urgent Care Services are covered under this PPO plan, with different member cost shares depending on where the urgent care is received (freestanding urgent care vs. hospital outpatient facility) and whether the provider is in-network or out-of-network. In-network freestanding urgent care is $50 per visit, while urgent care billed as hospital facility only is $400 per visit.",,,
2026-06-03T22:29:51.697Z,ML002175,20260101,jtulin01,43,0,rabies vaccination,"Coverage for a rabies vaccination depends on why it’s being given: (1) preventive (pre‑exposure) immunization vs. (2) treatment after a potential rabies exposure (post‑exposure prophylaxis). The plan document supports different benefit categories/cost shares for those scenarios, so please confirm which one applies.",,,
2026-06-03T22:29:31.063Z,MI011323,20260101,jrosal04,30,0,hepatitis b is covered for adult ?,"Can you confirm whether you mean the hepatitis B vaccine (immunization) or hepatitis B testing/treatment? If you mean the hepatitis B vaccine, it is covered for adults as a Preventive Health Service when done by a Participating Provider (in-network), with no cost share.",,,
